3320;25015;Civiling. Arkitektur og design;185;0;327;178;alle optaget;
3330;25017;Civiling. Bioteknologi;20;0;43;18;alle optaget, ledige pladser;
3340;25055;Civiling. By-, energi- og miljøplanlægning;17;0;41;18;alle optaget, ledige pladser;
3350;25020;Civiling. Byggeri og anlæg;68;0;131;75;alle optaget, ledige pladser;
3360;25030;Civiling. Elektronik og it;43;0;79;44;alle optaget, ledige pladser;
3370;25075;Civiling. Energi;56;0;107;57;alle optaget, ledige pladser;
3380;25035;Civiling. Globale forretningssystemer;31;0;63;30;alle optaget, ledige pladser;
3390;25025;Civiling. Internetteknologier og computersystemer;11;0;34;12;alle optaget, ledige pladser;
3400;25047;Civiling. Kemiteknologi;5;0;15;5;alle optaget, ledige pladser;
3410;25040;Civiling. Maskin og produktion;45;0;90;46;alle optaget, ledige pladser;
3420;25042;Civiling. Miljøteknologi;8;0;29;9;alle optaget, ledige pladser;
3430;25050;Civiling. Nanoteknologi;17;0;47;17;alle optaget, ledige pladser;
3440;25335;Civiling. Produkt- og designpsykologi;20;0;44;21;alle optaget, ledige pladser;
3450;25060;Civiling. Software;92;0;157;98;alle optaget, ledige pladser;
3460;25065;Civiling. Sundhedsteknologi;38;0;81;32;alle optaget, ledige pladser;
3470;25090;Landinspektør;12;0;21;14;alle optaget, ledige pladser;
3480;25100;Teknoantropologi;31;0;73;25;alle optaget, ledige pladser;
3490;25210;Diplomingeniør;38;0;82;43;alle optaget, ledige pladser;
3500;25220;Diplomingeniør, Eksportteknologi;11;0;25;13;alle optaget, ledige pladser;
3510;25230;Diplomingeniør, Kemi- og bioteknologi;5;0;16;5;alle optaget, ledige pladser;
3520;25305;Biologi;33;0;93;40;alle optaget, ledige pladser;
3530;25306;Datalogi;47;0;112;49;alle optaget, ledige pladser;
3540;25307;Fysik;13;0;43;14;alle optaget, ledige pladser;
3550;25311;Geografi;23;0;51;23;alle optaget, ledige pladser;
3560;25312;Informatik;22;0;63;19;alle optaget, ledige pladser;
3570;25340;Informationsteknologi;19;0;49;18;alle optaget, ledige pladser;
3580;25313;Kemi;5;0;23;4;alle optaget, ledige pladser;
3590;25314;Matematik og statistik;31;0;66;28;alle optaget, ledige pladser;
3600;25319;Matematik-økonomi;24;0;63;23;alle optaget, ledige pladser;
3610;25320;Medicin;56;8;1.397;173;10,9;10,5
3620;25325;Idræt;146;0;389;111;alle optaget, ledige pladser;
3630;25330;Medicin med industriel specialisering;118;0;207;75;alle optaget, ledige pladser;
3640;25405;Anvendt filosofi;72;0;169;72;alle optaget, ledige pladser;
3650;25410;Dansk;33;0;121;26;alle optaget, ledige pladser;
3660;25450;Engelsk;79;0;192;65;alle optaget, ledige pladser;
3670;25455;Engelsk sprog og internationale studier;99;0;242;87;alle optaget, ledige pladser;
3680;25420;Humanistisk informatik;257;0;480;202;alle optaget;
3690;25425;Musik;12;0;37;21;alle optaget, ledige pladser;
3700;25430;Musikterapi;12;0;27;13;alle optaget;-
3710;25435;Psykologi;155;9;921;255;9,6;9,5
3720;25460;Spansk sprog og internationale studier;27;0;65;22;alle optaget, ledige pladser;
3730;25465;Tysk;8;0;26;9;alle optaget, ledige pladser;
3740;25515;International virksomhedskommunikation;163;0;285;144;alle optaget, ledige pladser;
3750;25610;Politik og Administration;114;0;264;92;alle optaget, ledige pladser;
3760;25612;Samfundsfag;47;0;151;34;alle optaget, ledige pladser;
3770;25615;Historie;69;0;216;64;alle optaget, ledige pladser;
3780;25620;Sociologi;225;0;541;150;alle optaget;
3790;25625;Økonomi;37;0;92;35;alle optaget, ledige pladser;
3800;25630;Jura;120;8;694;215;8,2;8,1
3810;25710;Erhvervsøkonomi, HA;210;0;442;195;alle optaget, ledige pladser;
3820;25715;Erhvervsøkonomi-erhvervsret, HA (jur.);120;0;302;68;alle optaget, ledige pladser;
3830;25810;Socialrådgiver (professionsbachelor);299;0;555;271;alle optaget;
3840;25345;Art and Technology;54;0;157;69;alle optaget, ledige pladser;
3850;25712;Economics and Business Administration;25;0;178;56;alle optaget, ledige pladser;
3860;25317;Medialogy;111;0;214;123;alle optaget;
3870;25070;Civiling. By-, energi- og miljøplanlægning (København);19;0;64;20;alle optaget, ledige pladser;
3880;25440;Humanistisk informatik (København);126;8;573;198;7,9;7,4
3890;25085;Landinspektør (København);25;0;44;22;alle optaget, ledige pladser;
3900;25071;Teknoantropologi (København);76;0;141;56;alle optaget, ledige pladser;
3910;25095;IT, Communication and New Media (civilingeniør) (København);16;0;138;44;alle optaget, ledige pladser;
3920;25315;Medialogy (København);224;0;394;215;alle optaget;
3930;25072;Sustainable Biotechnology (civilingeniør);5;0;50;18;alle optaget, ledige pladser;
3940;26511;Civiling. Bygge- og anlægskonstruktion (Esbjerg);6;0;24;8;alle optaget, ledige pladser;
3950;26513;Civiling. Energi (Esbjerg);25;0;42;31;alle optaget, ledige pladser;
3960;26515;Civiling. Kemi og bioteknologi (Esbjerg);9;0;20;11;alle optaget, ledige pladser;
3970;26514;Civiling. Maskinkonstruktion;17;0;25;17;alle optaget, ledige pladser;
3980;26610;Diplomingeniør (Esbjerg);19;0;27;22;alle optaget, ledige pladser;
3990;26620;Diplomingeniør, Kemi- og bioteknologi (Esbjerg);1;0;8;2;alle optaget, ledige pladser;
4000;26710;Fiskeriteknolog (Esbjerg);1;0;3;1;ej kvotesyst., alle opt., led. pl.;
4010;26512;Electronic and Computer Engineering (civilingeniør) (Esbjerg);5;0;29;12;alle optaget, ledige pladser;
4020;26520;Medialogy (Esbjerg);37;0;97;57;alle optaget, ledige pladser;
